id,host_id,price,reply time,guest favourite,host since,room_type,host total listings count,consumer,total reviewers number,accommodates,bathrooms,bedrooms,beds,listing number,host response rate,host acceptance rate,sales,price_log,city_Amsterdam,city_Dublin,city_Hongkong,city_Munich,city_NewYork,city_Singapore,city_Toronto,city_berlin,city_sydney,city_taipei,city_tokyo,area_Asia,area_Europe,area_North America,consumer_missing_flag,host_experience_days
26,511506,309.0,1.0,1,1970-01-01 00:00:00.000004765,3,1,6.93,154,5,2.0,3,3,1,1.0,0.88,333,5.736572297479192,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
27,1854872,30.0,1.0,0,1970-01-01 00:00:00.000004441,2,5,6.4,43,1,1.5,1,1,5,1.0,0.86,261,3.4339872044851463,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
28,575127,66.0,0.0,0,1970-01-01 00:00:00.000004740,3,1,6.83,12,2,1.0,1,1,2,0.0,0.0,267,4.204692619390966,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
29,174063,200.0,1.0,1,1970-01-01 00:00:00.000005034,3,4,6.78,84,2,1.0,1,1,4,1.0,1.0,143,5.303304908059076,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
30,2079464,62.0,1.0,0,1970-01-01 00:00:00.000004409,2,1,6.47,125,2,1.0,1,0,1,1.0,1.0,72,4.143134726391533,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
31,604233,94.0,0.0,0,1970-01-01 00:00:00.000004731,3,1,6.64,11,2,1.0,1,1,1,0.0,0.67,3,4.553876891600541,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
32,377846,69.0,0.0,0,1970-01-01 00:00:00.000004834,3,18,6.66,47,2,1.0,1,1,19,1.0,0.74,145,4.248495242049359,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
33,656777,279.0,1.0,1,1970-01-01 00:00:00.000004717,3,1,6.83,63,4,1.0,2,2,5,1.0,0.96,53,5.634789603169249,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
34,2297131,55.0,0.0,0,1970-01-01 00:00:00.000004379,2,1,6.56,34,2,1.0,1,1,1,0.0,0.0,277,4.02535169073515,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
35,1039434,279.0,1.0,1,1970-01-01 00:00:00.000004628,3,3,6.76,72,2,1.0,1,1,3,1.0,1.0,217,5.634789603169249,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
36,957466,92.0,1.0,1,1970-01-01 00:00:00.000004647,3,1,6.87,53,2,1.0,1,1,1,1.0,0.94,84,4.532599493153256,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
37,2349264,115.0,0.0,0,1970-01-01 00:00:00.000004373,3,1,6.82,100,2,1.0,1,1,1,0.0,1.0,192,4.7535901911063645,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
38,1241161,106.0,0.0,0,1970-01-01 00:00:00.000004594,3,1,6.75,115,2,1.0,0,1,2,0.0,0.0,275,4.672828834461906,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
39,1019538,300.0,0.0,0,1970-01-01 00:00:00.000004633,3,1,6.7,22,4,2.0,2,2,2,0.75,0.79,31,5.707110264748875,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
40,533496,100.0,1.0,1,1970-01-01 00:00:00.000004755,3,2,6.79,182,2,1.0,0,0,8,1.0,0.9,292,4.61512051684126,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
41,2549053,300.0,0.0,0,1970-01-01 00:00:00.000004349,3,1,6.83,78,5,1.0,3,3,2,1.0,0.0,244,5.707110264748875,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
42,1170217,80.0,1.0,1,1970-01-01 00:00:00.000004611,2,2,6.66,38,2,1.0,1,1,2,1.0,1.0,193,4.394449154672439,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
43,2588098,108.0,0.0,0,1970-01-01 00:00:00.000004344,3,1,5.83,6,2,1.0,1,1,1,1.0,0.0,186,4.6913478822291435,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
44,1698603,399.0,0.0,0,1970-01-01 00:00:00.000004470,3,1,6.82,73,3,1.0,1,1,1,1.0,0.77,183,5.991464547107982,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
45,2600229,295.0,0.0,0,1970-01-01 00:00:00.000004343,3,1,6.39,18,7,2.0,4,5,2,1.0,0.0,140,5.69035945432406,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
46,2597290,97.0,0.0,0,1970-01-01 00:00:00.000004343,2,1,6.66,113,2,1.0,1,1,1,0.0,0.0,0,4.584967478670572,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
47,1019968,234.0,1.0,1,1970-01-01 00:00:00.000004633,3,1,6.78,178,3,1.0,1,2,1,1.0,0.85,271,5.459585514144159,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
48,1218097,200.0,0.0,0,1970-01-01 00:00:00.000004600,3,1,6.8,5,2,1.0,1,2,1,1.0,0.0,239,5.303304908059076,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
49,349772,90.0,1.0,0,1970-01-01 00:00:00.000004854,3,1,6.69,36,2,1.0,1,1,1,1.0,1.0,203,4.51085950651685,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
50,1304211,44.0,0.0,0,1970-01-01 00:00:00.000004580,2,2,6.51,45,1,1.0,1,0,2,0.8,0.97,268,3.8066624897703196,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
51,377846,149.0,0.0,0,1970-01-01 00:00:00.000004834,3,18,6.55,29,7,1.0,3,3,19,1.0,0.74,23,5.0106352940962555,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
52,2175675,119.0,1.0,1,1970-01-01 00:00:00.000004395,3,4,6.75,85,2,1.0,1,1,6,1.0,1.0,141,4.787491742782046,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
53,2980659,84.0,0.0,0,1970-01-01 00:00:00.000004305,2,1,6.54,39,2,1.5,1,0,1,0.0,0.0,1,4.442651256490317,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
54,5153529,160.0,1.0,1,1970-01-01 00:00:00.000004089,3,2,6.89,9,2,1.0,2,0,3,1.0,0.98,206,5.081404364984463,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
55,574360,120.0,0.0,0,1970-01-01 00:00:00.000004740,3,1,6.75,4,2,1.0,1,1,1,0.0,0.0,84,4.795790545596741,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
56,5186386,80.0,1.0,0,1970-01-01 00:00:00.000004086,3,1,6.65,34,2,1.0,1,1,1,1.0,1.0,216,4.394449154672439,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
57,3289972,190.0,1.0,1,1970-01-01 00:00:00.000004275,3,1,6.94,18,8,1.5,4,5,1,1.0,1.0,55,5.25227342804663,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
58,4477219,60.0,0.0,0,1970-01-01 00:00:00.000004147,3,4,6.45,11,2,1.0,2,0,4,1.0,0.71,365,4.110873864173311,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
59,377846,83.0,0.0,0,1970-01-01 00:00:00.000004834,3,18,6.54,47,2,1.0,1,1,19,1.0,0.74,23,4.430816798843313,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
60,3272927,128.0,0.0,0,1970-01-01 00:00:00.000004277,3,1,6.7,71,4,1.0,1,2,2,0.6,0.82,293,4.859812404361672,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
61,3395349,95.0,0.0,0,1970-01-01 00:00:00.000004264,3,1,0.0,0,2,1.0,1,2,1,0.0,0.0,53,4.564348191467836,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
62,3604846,150.0,0.0,0,1970-01-01 00:00:00.000004243,3,4,6.28,18,4,1.0,1,2,4,1.0,0.5,84,5.017279836814924,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
63,5214021,100.0,0.0,0,1970-01-01 00:00:00.000004084,3,1,6.67,33,1,1.0,1,1,1,1.0,0.75,31,4.61512051684126,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
64,3604846,200.0,0.0,0,1970-01-01 00:00:00.000004243,3,4,6.63,24,7,1.0,3,4,4,1.0,0.5,53,5.303304908059076,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
65,3604846,180.0,0.0,0,1970-01-01 00:00:00.000004243,3,4,6.5,4,5,1.0,2,3,4,1.0,0.5,25,5.198497031265826,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
66,2396097,99.0,1.0,0,1970-01-01 00:00:00.000004367,2,1,6.7,115,2,1.5,1,1,1,1.0,1.0,0,4.605170185988092,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
67,3783106,550.0,0.0,0,1970-01-01 00:00:00.000004225,3,1,6.64,14,7,2.5,4,4,1,0.0,0.5,212,6.311734809152915,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
68,3982898,111.0,1.0,1,1970-01-01 00:00:00.000004205,2,3,6.84,111,1,1.0,1,1,5,1.0,0.96,213,4.718498871295094,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
69,5242437,80.0,0.0,0,1970-01-01 00:00:00.000004082,2,1,6.89,18,1,1.5,1,1,1,0.9,0.73,29,4.394449154672439,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
70,4017316,109.0,0.0,0,1970-01-01 00:00:00.000004201,3,1,6.0,5,2,1.0,1,1,1,0.0,0.0,8,4.700480365792417,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
71,4068231,90.0,1.0,0,1970-01-01 00:00:00.000004195,3,5,6.47,34,2,1.0,0,1,5,0.92,0.97,127,4.51085950651685,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
72,377962,115.0,0.0,0,1970-01-01 00:00:00.000004834,3,6,6.46,35,2,1.0,1,2,6,0.94,0.77,109,4.7535901911063645,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
73,3131000,60.0,1.0,1,1970-01-01 00:00:00.000004291,2,1,6.96,168,2,1.0,1,1,1,1.0,0.91,202,4.110873864173311,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
74,5554523,140.0,0.0,0,1970-01-01 00:00:00.000004060,3,1,6.73,169,1,1.0,1,1,1,1.0,0.8,353,4.948759890378168,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
75,4111007,600.0,0.0,0,1970-01-01 00:00:00.000004190,3,1,7.0,1,6,4.0,4,4,1,1.0,0.0,53,6.398594934535208,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
76,5630548,446.0,0.0,0,1970-01-01 00:00:00.000004054,3,1,6.62,13,7,2.0,3,3,1,0.0,0.0,0,6.102558594613569,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
77,2056128,143.0,1.0,1,1970-01-01 00:00:00.000004412,2,2,6.91,507,2,1.0,1,1,2,1.0,1.0,285,4.969813299576001,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
78,1984757,98.0,1.0,1,1970-01-01 00:00:00.000004424,3,1,6.85,27,2,1.0,1,1,1,1.0,1.0,200,4.59511985013459,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
79,377846,70.0,0.0,0,1970-01-01 00:00:00.000004834,3,18,6.64,50,2,1.0,1,1,19,1.0,0.74,38,4.2626798770413155,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
80,2175675,129.0,1.0,0,1970-01-01 00:00:00.000004395,3,4,6.0,7,2,1.0,1,2,6,1.0,1.0,314,4.867534450455582,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
81,4186011,279.0,1.0,1,1970-01-01 00:00:00.000004182,3,1,6.9,142,2,1.0,1,1,1,1.0,0.86,305,5.634789603169249,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
82,4195876,206.0,0.0,0,1970-01-01 00:00:00.000004181,2,2,6.84,91,2,1.0,1,2,2,0.0,0.0,0,5.332718793265369,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
83,5700231,68.0,0.0,0,1970-01-01 00:00:00.000004049,2,3,0.0,0,2,2.0,1,1,3,1.0,0.67,0,4.23410650459726,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
84,1786233,25.0,0.0,0,1970-01-01 00:00:00.000004453,2,1,6.86,22,2,1.0,2,2,2,0.5,0.0,70,3.258096538021482,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
85,4468895,108.0,0.0,0,1970-01-01 00:00:00.000004148,3,1,6.63,41,2,1.0,1,1,1,1.0,0.43,126,4.6913478822291435,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
86,4297691,81.0,1.0,1,1970-01-01 00:00:00.000004169,2,2,6.82,574,1,1.5,1,0,2,1.0,0.98,31,4.406719247264253,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
87,149566,145.0,1.0,0,1970-01-01 00:00:00.000005062,3,1,6.68,39,3,1.0,1,1,2,1.0,0.96,49,4.983606621708336,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
88,4316883,1016.0,0.0,0,1970-01-01 00:00:00.000004167,3,1,6.86,8,9,5.0,5,6,1,0.0,0.0,2,6.92461239604856,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
89,2741400,70.0,0.0,0,1970-01-01 00:00:00.000004328,2,1,6.74,152,2,2.0,1,1,1,0.0,0.0,0,4.2626798770413155,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
90,2575031,200.0,0.0,0,1970-01-01 00:00:00.000004346,3,1,6.75,4,2,2.0,1,2,1,1.0,0.75,360,5.303304908059076,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
91,4435131,87.0,0.0,0,1970-01-01 00:00:00.000004152,2,1,6.83,136,1,1.0,1,1,1,0.8,0.46,17,4.477336814478207,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
92,4477219,196.0,0.0,0,1970-01-01 00:00:00.000004147,3,4,6.85,13,2,1.0,0,0,4,1.0,0.71,365,5.2832037287379885,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
93,4010527,255.0,0.0,0,1970-01-01 00:00:00.000004202,3,5,6.72,29,2,1.0,1,2,5,1.0,0.71,43,5.545177444479562,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
94,5867364,189.0,1.0,1,1970-01-01 00:00:00.000004039,2,1,6.83,663,2,1.0,1,1,1,1.0,0.94,175,5.247024072160486,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
95,4448135,408.0,1.0,1,1970-01-01 00:00:00.000004151,3,1,6.85,312,4,1.0,2,2,1,1.0,0.94,299,6.013715156042802,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
96,4871479,350.0,0.0,0,1970-01-01 00:00:00.000004112,3,1,6.51,67,3,1.0,1,1,1,1.0,0.0,335,5.860786223465865,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
97,672978,186.0,0.0,0,1970-01-01 00:00:00.000004712,3,2,6.67,516,4,1.0,1,2,2,0.0,0.0,0,5.231108616854587,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
98,4966594,95.0,1.0,0,1970-01-01 00:00:00.000004104,2,2,6.6,42,2,1.0,1,1,2,0.94,0.89,297,4.564348191467836,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
99,8300483,100.0,0.0,0,1970-01-01 00:00:00.000003906,3,1,6.67,7,3,1.0,2,2,1,0.0,0.0,296,4.61512051684126,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
100,377846,70.0,0.0,0,1970-01-01 00:00:00.000004834,3,18,6.85,33,2,1.0,0,0,19,1.0,0.74,23,4.2626798770413155,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
101,5559775,499.0,0.0,0,1970-01-01 00:00:00.000004059,3,1,6.64,16,4,1.0,2,2,1,0.0,0.0,187,6.214608098422191,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
102,6073307,275.0,0.0,0,1970-01-01 00:00:00.000004025,3,1,0.0,0,6,1.5,4,4,2,1.0,0.0,92,5.62040086571715,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
103,377846,70.0,0.0,0,1970-01-01 00:00:00.000004834,3,18,6.53,38,2,1.0,1,0,19,1.0,0.74,114,4.2626798770413155,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
104,4966594,99.0,1.0,1,1970-01-01 00:00:00.000004104,2,2,6.8,40,2,1.0,1,1,2,0.94,0.89,294,4.605170185988092,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
105,8546454,125.0,1.0,1,1970-01-01 00:00:00.000003896,2,1,6.93,456,2,1.0,1,1,2,1.0,1.0,202,4.836281906951478,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
106,6306986,131.0,1.0,0,1970-01-01 00:00:00.000004010,3,1,6.64,88,4,1.0,1,2,1,1.0,0.97,302,4.882801922586371,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
107,8569918,285.0,0.0,0,1970-01-01 00:00:00.000003895,3,35,6.45,38,8,1.0,2,4,35,0.87,0.82,290,5.655991810819852,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
108,6323589,114.0,0.0,0,1970-01-01 00:00:00.000004009,2,1,7.0,5,2,1.5,1,1,1,0.0,0.77,1,4.74493212836325,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
109,2783292,130.0,1.0,0,1970-01-01 00:00:00.000004324,3,1,6.57,37,2,1.0,1,1,2,1.0,0.92,0,4.875197323201151,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
110,8569918,149.0,0.0,0,1970-01-01 00:00:00.000003895,2,35,6.59,17,2,1.0,1,1,35,0.87,0.82,266,5.0106352940962555,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
111,6351139,72.0,0.0,0,1970-01-01 00:00:00.000004007,3,1,0.0,0,3,1.0,1,0,1,0.0,0.0,113,4.290459441148391,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
112,4297691,76.0,1.0,1,1970-01-01 00:00:00.000004169,2,2,6.81,410,1,1.5,1,1,2,1.0,0.98,40,4.343805421853684,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
113,6255603,152.0,0.0,0,1970-01-01 00:00:00.000004013,3,1,6.63,52,2,1.0,1,1,1,0.8,1.0,83,5.030437921392435,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
114,8702985,218.0,1.0,1,1970-01-01 00:00:00.000003888,3,10,6.91,126,2,1.0,1,1,11,1.0,0.95,86,5.389071729816501,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
115,8736297,120.0,1.0,1,1970-01-01 00:00:00.000003887,3,1,6.94,82,6,1.0,2,3,1,1.0,1.0,152,4.795790545596741,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
116,6410636,95.0,0.0,0,1970-01-01 00:00:00.000004004,2,1,6.87,23,1,1.0,1,1,1,1.0,0.8,0,4.564348191467836,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
117,6044009,211.0,1.0,0,1970-01-01 00:00:00.000004027,3,1,6.51,162,3,1.0,0,1,1,1.0,0.96,243,5.356586274672012,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
118,8569918,199.0,0.0,0,1970-01-01 00:00:00.000003895,2,35,6.62,13,4,1.0,1,2,35,0.87,0.82,111,5.298317366548036,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
119,173823,115.0,0.0,0,1970-01-01 00:00:00.000005035,3,3,7.0,5,2,2.0,2,2,4,1.0,0.67,236,4.7535901911063645,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
120,6530148,65.0,0.0,0,1970-01-01 00:00:00.000003997,2,1,6.65,22,2,1.0,1,0,1,0.0,0.0,277,4.189654742026425,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
121,8569918,129.0,0.0,0,1970-01-01 00:00:00.000003895,2,35,6.0,24,2,1.0,1,0,35,0.87,0.82,278,4.867534450455582,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
122,195472241,214.0,0.0,0,1970-01-01 00:00:00.000002149,3,1,6.96,50,4,1.0,2,0,1,0.0,0.0,365,5.3706380281276624,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
123,8569918,233.0,0.0,0,1970-01-01 00:00:00.000003895,3,35,6.32,66,5,1.0,1,2,35,0.87,0.82,324,5.455321115357702,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
124,3604846,150.0,0.0,0,1970-01-01 00:00:00.000004243,3,4,6.06,18,4,1.0,2,3,4,1.0,0.5,176,5.017279836814924,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
125,8569918,245.0,0.0,0,1970-01-01 00:00:00.000003895,3,35,6.62,69,6,1.0,1,3,35,0.87,0.82,306,5.5053315359323625,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
126,6662193,103.0,0.0,0,1970-01-01 00:00:00.000003989,3,1,6.77,13,2,1.0,1,1,1,0.0,0.67,351,4.6443908991413725,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
127,8856331,279.0,0.0,0,1970-01-01 00:00:00.000003881,3,1,6.96,25,6,2.0,3,5,1,0.0,0.67,133,5.634789603169249,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
128,5988339,256.0,0.0,0,1970-01-01 00:00:00.000004031,3,20,0.0,0,4,2.0,2,2,20,1.0,0.6,55,5.54907608489522,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,20410
